,GeneSymbol,Type,ClinicalSignificance,clinsig
9198,BRCA1,single nucleotide variant,Likely benign,Likely benign
9199,BRCA1,single nucleotide variant,Likely benign,Likely benign
9200,BRCA1,single nucleotide variant,Likely benign,Likely benign
9201,BRCA1,single nucleotide variant,Likely benign,Likely benign
9202,BRCA1,single nucleotide variant,Likely benign,Likely benign
9203,BRCA1,single nucleotide variant,Likely benign,Likely benign
9204,BRCA1,single nucleotide variant,Benign,Benign
9205,BRCA1,single nucleotide variant,Benign,Benign
9206,BRCA1,Deletion,Pathogenic,Pathogenic
9207,BRCA1,Deletion,Pathogenic,Pathogenic
9208,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
9209,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
9210,BRCA1,single nucleotide variant,Likely benign,Likely benign
9211,BRCA1,single nucleotide variant,Likely benign,Likely benign
9212,BRCA1,single nucleotide variant,Likely benign,Likely benign
9213,BRCA1,single nucleotide variant,Likely benign,Likely benign
9214,BRCA1,single nucleotide variant,Likely benign,Likely benign
9215,BRCA1,single nucleotide variant,Likely benign,Likely benign
9216,BRCA1,Deletion,Pathogenic,Pathogenic
9217,BRCA1,Deletion,Pathogenic,Pathogenic
9218,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
9219,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
9220,BRCA1,single nucleotide variant,Benign,Benign
9221,BRCA1,single nucleotide variant,Benign,Benign
9222,BRCA1,single nucleotide variant,Likely benign,Likely benign
9223,BRCA1,single nucleotide variant,Likely benign,Likely benign
9224,BRCA1,Deletion,Pathogenic,Pathogenic
9225,BRCA1,Deletion,Pathogenic,Pathogenic
9226,BRCA1,single nucleotide variant,Likely benign,Likely benign
9227,BRCA1,single nucleotide variant,Likely benign,Likely benign
9228,BRCA1,single nucleotide variant,Likely benign,Likely benign
9229,BRCA1,single nucleotide variant,Likely benign,Likely benign
9230,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
9231,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
9232,BRCA1,single nucleotide variant,Likely benign,Likely benign
9233,BRCA1,single nucleotide variant,Likely benign,Likely benign
9234,BRCA1,single nucleotide variant,Likely benign,Likely benign
9235,BRCA1,single nucleotide variant,Likely benign,Likely benign
9236,BRCA1,single nucleotide variant,Likely benign,Likely benign
9237,BRCA1,single nucleotide variant,Likely benign,Likely benign
9238,BRCA1,single nucleotide variant,Likely benign,Likely benign
9239,BRCA1,single nucleotide variant,Likely benign,Likely benign
9240,BRCA1,single nucleotide variant,Likely benign,Likely benign
9241,BRCA1,single nucleotide variant,Likely benign,Likely benign
9242,BRCA1,single nucleotide variant,Likely benign,Likely benign
9243,BRCA1,single nucleotide variant,Likely benign,Likely benign
9244,BRCA1,single nucleotide variant,Likely benign,Likely benign
9245,BRCA1,single nucleotide variant,Likely benign,Likely benign
9246,BRCA1,single nucleotide variant,Likely benign,Likely benign
9247,BRCA1,single nucleotide variant,Likely benign,Likely benign
9248,BRCA1,single nucleotide variant,Likely benign,Likely benign
9249,BRCA1,single nucleotide variant,Likely benign,Likely benign
9250,BRCA1,single nucleotide variant,Likely benign,Likely benign
9251,BRCA1,single nucleotide variant,Likely benign,Likely benign
9252,BRCA1,single nucleotide variant,Likely benign,Likely benign
9253,BRCA1,single nucleotide variant,Likely benign,Likely benign
9254,BRCA1,single nucleotide variant,Likely benign,Likely benign
9255,BRCA1,single nucleotide variant,Likely benign,Likely benign
9256,BRCA1,single nucleotide variant,Likely benign,Likely benign
9257,BRCA1,single nucleotide variant,Likely benign,Likely benign
9258,BRCA1,single nucleotide variant,Likely benign,Likely benign
9259,BRCA1,single nucleotide variant,Likely benign,Likely benign
9260,BRCA1,Duplication,Pathogenic,Pathogenic
9261,BRCA1,Duplication,Pathogenic,Pathogenic
9262,BRCA1,single nucleotide variant,Likely benign,Likely benign
9263,BRCA1,single nucleotide variant,Likely benign,Likely benign
9264,BRCA1,single nucleotide variant,Likely benign,Likely benign
9265,BRCA1,single nucleotide variant,Likely benign,Likely benign
9266,BRCA1,single nucleotide variant,Likely benign,Likely benign
9267,BRCA1,single nucleotide variant,Likely benign,Likely benign
9268,BRCA1,single nucleotide variant,Likely benign,Likely benign
9269,BRCA1,single nucleotide variant,Likely benign,Likely benign
9270,BRCA1,single nucleotide variant,Likely benign,Likely benign
9271,BRCA1,single nucleotide variant,Likely benign,Likely benign
9272,BRCA1,single nucleotide variant,Likely benign,Likely benign
9273,BRCA1,single nucleotide variant,Likely benign,Likely benign
9274,BRCA1,Deletion,Pathogenic,Pathogenic
9275,BRCA1,Deletion,Pathogenic,Pathogenic
9276,BRCA1,Microsatellite,Pathogenic,Pathogenic
9277,BRCA1,Microsatellite,Pathogenic,Pathogenic
9278,BRCA1,single nucleotide variant,Likely benign,Likely benign
9279,BRCA1,single nucleotide variant,Likely benign,Likely benign
9280,BRCA1,single nucleotide variant,Likely benign,Likely benign
9281,BRCA1,single nucleotide variant,Likely benign,Likely benign
9282,BRCA1,single nucleotide variant,Likely benign,Likely benign
9283,BRCA1,single nucleotide variant,Likely benign,Likely benign
9284,BRCA1,Duplication,Pathogenic,Pathogenic
9285,BRCA1,Duplication,Pathogenic,Pathogenic
9286,BRCA1,single nucleotide variant,Likely benign,Likely benign
9287,BRCA1,single nucleotide variant,Likely benign,Likely benign
9288,BRCA1,Deletion,Pathogenic,Pathogenic
9289,BRCA1,Deletion,Pathogenic,Pathogenic
9290,BRCA1,single nucleotide variant,Likely benign,Likely benign
9291,BRCA1,single nucleotide variant,Likely benign,Likely benign
9292,BRCA1,single nucleotide variant,Likely benign,Likely benign
9293,BRCA1,single nucleotide variant,Likely benign,Likely benign
9294,BRCA1,single nucleotide variant,Likely benign,Likely benign
9295,BRCA1,single nucleotide variant,Likely benign,Likely benign
9296,BRCA1,single nucleotide variant,Likely benign,Likely benign
9297,BRCA1,single nucleotide variant,Likely benign,Likely benign
9298,BRCA1,single nucleotide variant,Likely benign,Likely benign
9299,BRCA1,single nucleotide variant,Likely benign,Likely benign
9300,BRCA1,single nucleotide variant,Likely benign,Likely benign
9301,BRCA1,single nucleotide variant,Likely benign,Likely benign
9302,BRCA1,single nucleotide variant,Likely benign,Likely benign
9303,BRCA1,single nucleotide variant,Likely benign,Likely benign
9304,BRCA1,single nucleotide variant,Likely benign,Likely benign
9305,BRCA1,single nucleotide variant,Likely benign,Likely benign
9306,BRCA1,single nucleotide variant,Likely benign,Likely benign
9307,BRCA1,single nucleotide variant,Likely benign,Likely benign
9308,BRCA1,single nucleotide variant,Likely benign,Likely benign
9309,BRCA1,single nucleotide variant,Likely benign,Likely benign
9310,BRCA1,single nucleotide variant,Likely benign,Likely benign
9311,BRCA1,single nucleotide variant,Likely benign,Likely benign
9312,BRCA1,single nucleotide variant,Likely benign,Likely benign
9313,BRCA1,single nucleotide variant,Likely benign,Likely benign
9314,BRCA1,single nucleotide variant,Likely benign,Likely benign
9315,BRCA1,single nucleotide variant,Likely benign,Likely benign
9316,BRCA1,single nucleotide variant,Likely benign,Likely benign
9317,BRCA1,single nucleotide variant,Likely benign,Likely benign
9318,BRCA1,single nucleotide variant,Likely benign,Likely benign
9319,BRCA1,single nucleotide variant,Likely benign,Likely benign
9320,BRCA1,single nucleotide variant,Likely benign,Likely benign
9321,BRCA1,single nucleotide variant,Likely benign,Likely benign
9322,BRCA1,Deletion,Pathogenic,Pathogenic
9323,BRCA1,Deletion,Pathogenic,Pathogenic
9324,BRCA1,single nucleotide variant,Likely benign,Likely benign
9325,BRCA1,single nucleotide variant,Likely benign,Likely benign
9326,BRCA1,single nucleotide variant,Likely benign,Likely benign
9327,BRCA1,single nucleotide variant,Likely benign,Likely benign
9328,BRCA1,single nucleotide variant,Likely benign,Likely benign
9329,BRCA1,single nucleotide variant,Likely benign,Likely benign
9330,BRCA1,single nucleotide variant,Likely benign,Likely benign
9331,BRCA1,single nucleotide variant,Likely benign,Likely benign
9332,BRCA1,single nucleotide variant,Likely benign,Likely benign
9333,BRCA1,single nucleotide variant,Likely benign,Likely benign
9334,BRCA1,Duplication,Pathogenic,Pathogenic
9335,BRCA1,Duplication,Pathogenic,Pathogenic
9336,BRCA1,single nucleotide variant,Likely benign,Likely benign
9337,BRCA1,single nucleotide variant,Likely benign,Likely benign
9338,BRCA1,single nucleotide variant,Likely benign,Likely benign
9339,BRCA1,single nucleotide variant,Likely benign,Likely benign
9340,BRCA1,single nucleotide variant,Likely benign,Likely benign
9341,BRCA1,single nucleotide variant,Likely benign,Likely benign
9342,BRCA1,single nucleotide variant,Likely benign,Likely benign
9343,BRCA1,single nucleotide variant,Likely benign,Likely benign
9344,BRCA1,single nucleotide variant,Likely benign,Likely benign
9345,BRCA1,single nucleotide variant,Likely benign,Likely benign
9346,BRCA1,single nucleotide variant,Likely benign,Likely benign
9347,BRCA1,single nucleotide variant,Likely benign,Likely benign
9348,BRCA1,single nucleotide variant,Benign,Benign
9349,BRCA1,single nucleotide variant,Benign,Benign
9350,BRCA1,single nucleotide variant,Likely benign,Likely benign
9351,BRCA1,single nucleotide variant,Likely benign,Likely benign
9352,BRCA1,single nucleotide variant,Likely benign,Likely benign
9353,BRCA1,single nucleotide variant,Likely benign,Likely benign
9354,BRCA1,single nucleotide variant,Likely benign,Likely benign
9355,BRCA1,single nucleotide variant,Likely benign,Likely benign
9356,BRCA1,single nucleotide variant,Likely benign,Likely benign
9357,BRCA1,single nucleotide variant,Likely benign,Likely benign
9358,BRCA1,single nucleotide variant,Likely benign,Likely benign
9359,BRCA1,single nucleotide variant,Likely benign,Likely benign
9360,BRCA1,single nucleotide variant,Likely benign,Likely benign
9361,BRCA1,single nucleotide variant,Likely benign,Likely benign
9362,BRCA1,single nucleotide variant,Likely benign,Likely benign
9363,BRCA1,single nucleotide variant,Likely benign,Likely benign
9364,BRCA1,single nucleotide variant,Likely benign,Likely benign
9365,BRCA1,single nucleotide variant,Likely benign,Likely benign
9366,BRCA1,Microsatellite,Uncertain significance,Uncertain significance
9367,BRCA1,Microsatellite,Uncertain significance,Uncertain significance
9368,BRCA1,single nucleotide variant,Likely benign,Likely benign
9369,BRCA1,single nucleotide variant,Likely benign,Likely benign
9370,BRCA1,single nucleotide variant,Likely benign,Likely benign
9371,BRCA1,single nucleotide variant,Likely benign,Likely benign
9372,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9373,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9374,BRCA1,single nucleotide variant,Likely benign,Likely benign
9375,BRCA1,single nucleotide variant,Likely benign,Likely benign
9376,BRCA1,single nucleotide variant,Likely benign,Likely benign
9377,BRCA1,single nucleotide variant,Likely benign,Likely benign
9378,BRCA1,single nucleotide variant,Likely benign,Likely benign
9379,BRCA1,single nucleotide variant,Likely benign,Likely benign
9380,BRCA1,single nucleotide variant,Likely benign,Likely benign
9381,BRCA1,single nucleotide variant,Likely benign,Likely benign
9382,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9383,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9384,BRCA1,single nucleotide variant,Likely benign,Likely benign
9385,BRCA1,single nucleotide variant,Likely benign,Likely benign
9386,BRCA1,single nucleotide variant,Likely benign,Likely benign
9387,BRCA1,single nucleotide variant,Likely benign,Likely benign
9388,BRCA1,single nucleotide variant,Likely benign,Likely benign
9389,BRCA1,single nucleotide variant,Likely benign,Likely benign
9390,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9391,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9392,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9393,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9394,BRCA1,Duplication,Pathogenic,Pathogenic
9395,BRCA1,Duplication,Pathogenic,Pathogenic
9396,BRCA1,single nucleotide variant,Likely benign,Likely benign
9397,BRCA1,single nucleotide variant,Likely benign,Likely benign
9398,BRCA1,single nucleotide variant,Likely benign,Likely benign
9399,BRCA1,single nucleotide variant,Likely benign,Likely benign
9400,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9401,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9402,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9403,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9404,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9405,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9406,BRCA1,single nucleotide variant,Likely benign,Likely benign
9407,BRCA1,single nucleotide variant,Likely benign,Likely benign
9408,BRCA1,single nucleotide variant,Likely benign,Likely benign
9409,BRCA1,single nucleotide variant,Likely benign,Likely benign
9410,BRCA1,single nucleotide variant,Likely benign,Likely benign
9411,BRCA1,single nucleotide variant,Likely benign,Likely benign
9412,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
9413,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
9414,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9415,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9416,BRCA1,single nucleotide variant,Benign,Benign
9417,BRCA1,single nucleotide variant,Benign,Benign
9418,BRCA1,single nucleotide variant,Likely benign,Likely benign
9419,BRCA1,single nucleotide variant,Likely benign,Likely benign
9420,BRCA1,single nucleotide variant,Likely pathogenic,Likely pathogenic
9421,BRCA1,single nucleotide variant,Likely pathogenic,Likely pathogenic
9422,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9423,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9424,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9425,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
9426,BRCA2,Deletion,Pathogenic,Pathogenic
9427,BRCA2,Duplication,Pathogenic,Pathogenic
9428,BRCA2,Duplication,Pathogenic,Pathogenic
9429,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
9430,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
9431,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
9432,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
